peak_id	chrom	start	end	score	strand	target_label	biosample_term_name	experiment_accession	selected_file_accession	primary_region_class	overlap_gene_ids	overlap_gene_names	overlap_transcript_ids	n_primary_region_features
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0079973	chr16	674614	674651	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	intergenic				0
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0091963	chr19	1310148	1310208	1000	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	intergenic				0
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0091964	chr19	1313841	1313877	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	intergenic				0
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0091965	chr19	1314025	1314049	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	intergenic				0
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0095508	chr19	43781105	43781257	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	intergenic				0
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0096343	chr19	52793733	52793779	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	intergenic				0
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0107474	chr14_GL000009v2_random	56926	56962	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	intergenic				0
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0107475	chr14_GL000009v2_random	57966	57975	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	intergenic				0
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0107476	chr14_GL000194v1_random	53717	53754	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	intergenic				0
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0107477	chr14_GL000194v1_random	68001	68038	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	intergenic				0
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0107478	chr14_GL000194v1_random	68197	68268	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	intergenic				0
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0107480	chr14_GL000194v1_random	75461	75531	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	intergenic				0
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0107483	chr14_GL000194v1_random	81414	81473	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	intergenic				0
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0107484	chr14_GL000194v1_random	84071	84161	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	intergenic				0
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0107485	chr14_GL000194v1_random	84691	84726	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	intergenic				0
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0107486	chr14_GL000194v1_random	86840	86927	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	intergenic				0
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0107487	chr14_GL000194v1_random	89849	89883	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	intergenic				0
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0107488	chr14_GL000194v1_random	90877	90923	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	intergenic				0
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0107493	chr14_GL000194v1_random	99385	99429	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	intergenic				0
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0107495	chr14_GL000194v1_random	102706	102742	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	intergenic				0
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0107496	chr14_GL000194v1_random	109247	109286	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	intergenic				0
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0107497	chr14_GL000194v1_random	114985	115035	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	intergenic				0
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0107499	chr1_KI270711v1_random	8306	8349	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	intergenic				0
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0107500	chr1_KI270711v1_random	8525	8568	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	intergenic				0
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0107501	chr1_KI270711v1_random	9270	9309	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	intergenic				0
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0107502	chrUn_GL000218v1	53358	53392	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	intergenic				0
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0107503	chrUn_GL000218v1	54080	54113	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	intergenic				0
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0107504	chrUn_GL000219v1	76019	76059	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	intergenic				0
