peak_id	chrom	start	end	score	strand	target_label	biosample_term_name	experiment_accession	selected_file_accession	primary_region_class	overlap_gene_ids	overlap_gene_names	overlap_transcript_ids	n_primary_region_features
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000416	chr1	1890958	1891050	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000078369.20	GNB1	ENST00000378609.9;ENST00000610897.4;ENST00000703705.1;ENST00000899367.1;ENST00000899368.1;ENST00000899369.1;ENST00000899370.1;ENST00000899372.1;ENST00000899381.1;ENST00000899382.1;ENST00000899383.1;ENST00000899385.1;ENST00000916683.1;ENST00000916684.1;ENST00000916685.1;ENST00000916686.1;ENST00000916687.1;ENST00000916688.1;ENST00000916689.1;ENST00000916690.1;ENST00000916691.1;ENST00000916692.1;ENST00000916693.1;ENST00000916694.1;ENST00000916695.1;ENST00000916696.1;ENST00000916697.1;ENST00000916698.1;ENST00000916699.1;ENST00000916700.1;ENST00000916704.1;ENST00000916706.1;ENST00000916707.1;ENST00000916708.1;ENST00000947516.1;ENST00000947517.1;ENST00000947518.1;ENST00000947519.1;ENST00000947520.1;ENST00000947521.1;ENST00000947522.1;ENST00000947523.1;ENST00000947524.1;ENST00000947525.1;ENST00000947526.1;ENST00000947527.1;ENST00000947528.1;ENST00000947529.1;ENST00000947531.1;ENST00000947538.1	50
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000566	chr1	2308465	2308510	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000157933.12	SKI	ENST00000378536.5;ENST00000851187.1	2
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000580	chr1	2393640	2393646	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000157916.21	RER1	ENST00000874476.1;ENST00000920621.1;ENST00000954669.1	3
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000581	chr1	2393805	2393885	1000	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000157916.21	RER1	ENST00000874476.1;ENST00000920621.1;ENST00000954669.1	3
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000831	chr1	3735929	3735975	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000078900.17	TP73	ENST00000378288.8;ENST00000378295.9;ENST00000604074.5;ENST00000713570.1;ENST00000713572.1;ENST00000908821.1	6
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000893	chr1	6027244	6027320	1000	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000069424.16	KCNAB2	ENST00000669250.1	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000975	chr1	6701765	6701808	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000007923.18	DNAJC11	ENST00000294401.11;ENST00000377577.10;ENST00000885067.1;ENST00000885068.1;ENST00000885069.1;ENST00000885070.1;ENST00000885071.1;ENST00000885072.1;ENST00000939001.1;ENST00000939002.1;ENST00000939003.1;ENST00000954225.1;ENST00000954226.1	13
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001086	chr1	7844372	7844401	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000049246.16	PER3	ENST00000361923.2;ENST00000377532.8;ENST00000613533.4;ENST00000614998.4;ENST00000893509.1;ENST00000893510.1;ENST00000893511.1;ENST00000893512.1;ENST00000917933.1;ENST00000961535.1;ENST00000961536.1;ENST00000961537.1;ENST00000961538.1;ENST00000961539.1	14
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001143	chr1	8352599	8352665	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000142599.21	RERE	ENST00000337907.7;ENST00000377464.5;ENST00000400908.7;ENST00000465125.2;ENST00000864419.1	5
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001533	chr1	8874834	8874913	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000074800.17	ENO1	ENST00000234590.10;ENST00000647408.1;ENST00000879694.1;ENST00000879695.1;ENST00000879696.1;ENST00000879697.1;ENST00000879698.1;ENST00000879699.1;ENST00000879700.1;ENST00000879701.1;ENST00000879702.1;ENST00000879703.1;ENST00000879704.1;ENST00000879705.1;ENST00000879706.1;ENST00000879707.1;ENST00000935293.1;ENST00000935294.1;ENST00000935295.1;ENST00000935296.1;ENST00000935297.1;ENST00000935298.1;ENST00000935299.1;ENST00000935300.1;ENST00000935301.1;ENST00000935302.1;ENST00000935303.1;ENST00000935304.1;ENST00000935305.1;ENST00000935306.1;ENST00000935307.1;ENST00000971792.1;ENST00000971793.1;ENST00000971794.1;ENST00000971795.1;ENST00000971796.1;ENST00000971797.1;ENST00000971798.1	38
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001538	chr1	8878575	8878676	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000074800.17	ENO1	ENST00000234590.10;ENST00000647408.1;ENST00000879695.1;ENST00000879696.1;ENST00000879697.1;ENST00000879698.1;ENST00000879699.1;ENST00000879700.1;ENST00000879701.1;ENST00000879702.1;ENST00000879703.1;ENST00000935293.1;ENST00000935294.1;ENST00000935295.1;ENST00000935296.1;ENST00000935297.1;ENST00000935298.1;ENST00000935299.1;ENST00000935300.1;ENST00000935301.1;ENST00000935302.1;ENST00000935303.1;ENST00000935304.1;ENST00000935305.1;ENST00000935306.1;ENST00000971792.1;ENST00000971793.1;ENST00000971794.1;ENST00000971795.1;ENST00000971796.1;ENST00000971797.1	31
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001641	chr1	9604817	9604851	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000188807.14	TMEM201	ENST00000340305.9	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001647	chr1	9614612	9614642	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000188807.14	TMEM201	ENST00000340381.11;ENST00000857597.1;ENST00000928149.1;ENST00000928150.1	4
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001648	chr1	9687720	9687753	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000171608.19	PIK3CD	ENST00000932636.1	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001649	chr1	9687753	9687858	1000	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000171608.19	PIK3CD	ENST00000932636.1	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001694	chr1	9930194	9930223	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000162441.13	LZIC	ENST00000377223.6;ENST00000400903.6;ENST00000867510.1;ENST00000867511.1;ENST00000937250.1;ENST00000937251.1;ENST00000937252.1;ENST00000957208.1;ENST00000957209.1;ENST00000957211.1	10
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001723	chr1	10180895	10180987	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000130939.21	UBE4B	ENST00000343090.11;ENST00000672724.1;ENST00000892379.1;ENST00000892380.1;ENST00000892381.1;ENST00000892382.1;ENST00000892383.1;ENST00000892384.1;ENST00000921026.1;ENST00000921027.1;ENST00000921028.1;ENST00000921029.1;ENST00000921030.1;ENST00000921031.1;ENST00000921032.1;ENST00000921033.1;ENST00000963443.1	17
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001801	chr1	11023430	11023516	1000	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000120948.20	TARDBP	ENST00000240185.8;ENST00000315091.7;ENST00000639083.1;ENST00000881691.1;ENST00000913574.1;ENST00000913575.1;ENST00000913576.1;ENST00000913577.1;ENST00000958690.1;ENST00000958691.1	10
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001802	chr1	11023540	11023613	1000	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000120948.20	TARDBP	ENST00000240185.8;ENST00000315091.7;ENST00000639083.1;ENST00000881691.1;ENST00000913574.1;ENST00000913575.1;ENST00000913576.1;ENST00000913577.1;ENST00000958690.1;ENST00000958691.1	10
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001803	chr1	11023851	11023893	1000	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000120948.20	TARDBP	ENST00000240185.8;ENST00000315091.7;ENST00000881691.1;ENST00000913574.1;ENST00000913575.1;ENST00000913576.1;ENST00000913577.1;ENST00000958690.1;ENST00000958691.1	9
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001804	chr1	11023893	11023903	1000	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000120948.20	TARDBP	ENST00000240185.8;ENST00000315091.7;ENST00000881691.1;ENST00000913574.1;ENST00000913575.1;ENST00000913576.1;ENST00000913577.1;ENST00000958690.1;ENST00000958691.1	9
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001805	chr1	11024662	11024715	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000120948.20	TARDBP	ENST00000240185.8;ENST00000913574.1	2
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001806	chr1	11024856	11024893	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000120948.20	TARDBP	ENST00000240185.8;ENST00000913574.1	2
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001874	chr1	11980454	11980487	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000116688.19	MFN2	ENST00000235329.10;ENST00000444836.5;ENST00000674548.1;ENST00000674658.1;ENST00000674817.1;ENST00000674910.1;ENST00000675053.1;ENST00000675113.1;ENST00000675231.1;ENST00000675298.1;ENST00000675817.1;ENST00000675919.1;ENST00000676293.1;ENST00000898883.1;ENST00000898884.1;ENST00000898885.1;ENST00000898887.1;ENST00000898888.1;ENST00000898889.1;ENST00000898890.1;ENST00000898891.1;ENST00000898892.1;ENST00000898893.1;ENST00000898894.1;ENST00000898895.1;ENST00000917332.1;ENST00000967393.1;ENST00000967394.1;ENST00000967395.1;ENST00000967396.1;ENST00000967397.1;ENST00000967398.1;ENST00000967399.1;ENST00000967400.1;ENST00000967401.1;ENST00000967402.1;ENST00000967403.1;ENST00000967404.1;ENST00000967405.1;ENST00000967406.1;ENST00000967407.1;ENST00000967408.1;ENST00000967409.1;ENST00000967410.1;ENST00000967411.1;ENST00000967412.1;ENST00000967413.1	47
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001876	chr1	11984290	11984355	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000116688.19	MFN2	ENST00000898894.1;ENST00000898897.1;ENST00000967399.1	3
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001880	chr1	12012237	12012286	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000116688.19	MFN2	ENST00000235329.10;ENST00000444836.5;ENST00000674548.1;ENST00000674658.1;ENST00000674817.1;ENST00000674910.1;ENST00000675053.1;ENST00000675113.1;ENST00000675231.1;ENST00000675817.1;ENST00000675919.1;ENST00000676293.1;ENST00000898883.1;ENST00000898884.1;ENST00000898885.1;ENST00000898886.1;ENST00000898887.1;ENST00000898888.1;ENST00000898889.1;ENST00000898890.1;ENST00000898891.1;ENST00000898892.1;ENST00000898893.1;ENST00000898894.1;ENST00000898895.1;ENST00000898896.1;ENST00000898897.1;ENST00000898898.1;ENST00000898899.1;ENST00000898900.1;ENST00000917332.1;ENST00000967393.1;ENST00000967394.1;ENST00000967395.1;ENST00000967396.1;ENST00000967397.1;ENST00000967398.1;ENST00000967399.1;ENST00000967400.1;ENST00000967401.1;ENST00000967402.1;ENST00000967403.1;ENST00000967404.1;ENST00000967405.1;ENST00000967406.1;ENST00000967407.1;ENST00000967408.1;ENST00000967409.1;ENST00000967410.1;ENST00000967411.1;ENST00000967412.1;ENST00000967413.1;ENST00000967414.1;ENST00000967415.1;ENST00000967416.1;ENST00000967418.1;ENST00000967419.1	57
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001901	chr1	12510519	12510595	1000	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000048707.15	VPS13D	ENST00000543766.2;ENST00000613099.4;ENST00000620676.6	3
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001950	chr1	12617688	12617717	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000162496.11	DHRS3	ENST00000616661.5;ENST00000875271.1;ENST00000875272.1;ENST00000946018.1	4
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001955	chr1	13823243	13823345	1000	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000116731.23	PRDM2	ENST00000235372.11;ENST00000311066.10;ENST00000376048.9;ENST00000503842.5;ENST00000505823.5	5
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001956	chr1	13823345	13823367	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000116731.23	PRDM2	ENST00000235372.11;ENST00000311066.10;ENST00000376048.9;ENST00000503842.5;ENST00000505823.5	5
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002050	chr1	15065795	15065825	1000	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000189337.17	KAZN	ENST00000361144.9;ENST00000400797.3;ENST00000400798.6;ENST00000503743.5	4
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002051	chr1	15065838	15065883	1000	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000189337.17	KAZN	ENST00000361144.9;ENST00000400798.6	2
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002052	chr1	15065883	15065920	1000	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000189337.17	KAZN	ENST00000361144.9;ENST00000400798.6	2
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002053	chr1	15065920	15065948	1000	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000189337.17	KAZN	ENST00000361144.9;ENST00000400798.6	2
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002054	chr1	15065963	15065998	1000	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000189337.17	KAZN	ENST00000361144.9;ENST00000400798.6	2
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002102	chr1	15429869	15429919	1000	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000142634.14	EFHD2	ENST00000375980.9;ENST00000906256.1;ENST00000906257.1;ENST00000968587.1	4
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002103	chr1	15429925	15429932	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000142634.14	EFHD2	ENST00000375980.9;ENST00000906256.1;ENST00000906257.1;ENST00000968587.1	4
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002127	chr1	15656638	15656680	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000197312.13	DDI2	ENST00000480945.6	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002133	chr1	15663396	15663437	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000197312.13	DDI2	ENST00000480945.6;ENST00000711098.1;ENST00000711099.1	3
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002140	chr1	15808836	15808865	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000233954.7	UQCRHL	ENST00000483273.2	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002210	chr1	16459691	16459712	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000157191.21	NECAP2	ENST00000337132.10;ENST00000443980.6;ENST00000893001.1;ENST00000893002.1;ENST00000916911.1;ENST00000916912.1;ENST00000966887.1;ENST00000966888.1	8
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002434	chr1	19074820	19074857	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000127481.15	UBR4	ENST00000375224.1;ENST00000375225.7;ENST00000375254.8	3
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002451	chr1	19104097	19104136	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000127481.15	UBR4	ENST00000375224.1	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002452	chr1	19104622	19104633	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000127481.15	UBR4	ENST00000375224.1	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002509	chr1	19219182	19219241	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000127463.17	EMC1	ENST00000375199.7;ENST00000375208.7;ENST00000477853.6;ENST00000688219.1;ENST00000690732.1;ENST00000690823.1;ENST00000911101.1;ENST00000911102.1;ENST00000911103.1;ENST00000911104.1;ENST00000911105.1;ENST00000911106.1;ENST00000911107.1;ENST00000911108.1;ENST00000911109.1;ENST00000933101.1;ENST00000933102.1;ENST00000933103.1;ENST00000933104.1;ENST00000933105.1;ENST00000933106.1;ENST00000933107.1;ENST00000933108.1;ENST00000933109.1;ENST00000960178.1;ENST00000960179.1;ENST00000960180.1;ENST00000960181.1;ENST00000960182.1;ENST00000960183.1	30
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002521	chr1	19339027	19339099	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000077549.20	CAPZB	ENST00000264202.8;ENST00000264203.7;ENST00000375142.6;ENST00000898917.1;ENST00000898918.1;ENST00000898919.1;ENST00000898920.1;ENST00000915219.1;ENST00000915220.1;ENST00000915221.1;ENST00000943720.1	11
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002566	chr1	19909573	19909644	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000169914.7	OTUD3	ENST00000375120.4;ENST00000916790.1;ENST00000916791.1	3
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002583	chr1	20652177	20652323	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000244038.11	DDOST	ENST00000415136.6;ENST00000602624.7	2
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002589	chr1	20774299	20774398	1000	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000127483.21	HP1BP3	ENST00000375003.6	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002705	chr1	21651366	21651449	1000	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000076864.22	RAP1GAP	ENST00000877892.1;ENST00000877893.1	2
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002707	chr1	21651506	21651550	1000	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000076864.22	RAP1GAP	ENST00000877892.1;ENST00000877893.1	2
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002708	chr1	21651550	21651585	1000	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000076864.22	RAP1GAP	ENST00000877892.1;ENST00000877893.1	2
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002709	chr1	21651585	21651652	1000	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000076864.22	RAP1GAP	ENST00000877892.1;ENST00000877893.1	2
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002810	chr1	22053621	22053647	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000070831.19	CDC42	ENST00000662562.2;ENST00000695796.1;ENST00000963900.1	3
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002818	chr1	22066457	22066493	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000070831.19	CDC42	ENST00000695800.1	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002825	chr1	22076623	22076686	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000070831.19	CDC42	ENST00000695802.1	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002828	chr1	22087092	22087116	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000070831.19	CDC42	ENST00000667384.2;ENST00000695859.1	2
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002829	chr1	22088169	22088239	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000070831.19	CDC42	ENST00000667384.2;ENST00000695859.1	2
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002832	chr1	22090551	22090590	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000070831.19;ENSG00000289694.1	CDC42;ENSG00000289694	ENST00000315554.15;ENST00000667384.2;ENST00000695855.1;ENST00000695857.1;ENST00000695859.1;ENST00000695860.1	6
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002867	chr1	23085004	23085054	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000169641.16	LUZP1	ENST00000302291.9;ENST00000471849.6;ENST00000475164.3;ENST00000706844.2;ENST00000713666.1	5
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002909	chr1	23337753	23337842	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000125944.23	HNRNPR	ENST00000476451.3;ENST00000478691.5;ENST00000606561.5	3
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002960	chr1	23788072	23788098	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000057757.11	PITHD1	ENST00000246151.9;ENST00000374524.1;ENST00000873427.1	3
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002961	chr1	23792678	23792737	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000011009.13	LYPLA2	ENST00000374514.8;ENST00000905307.1;ENST00000905308.1;ENST00000905309.1;ENST00000905310.1;ENST00000905312.1;ENST00000905314.1;ENST00000905316.1;ENST00000905317.1;ENST00000905318.1;ENST00000905319.1;ENST00000926742.1;ENST00000926743.1;ENST00000926744.1;ENST00000926745.1;ENST00000926746.1;ENST00000957285.1;ENST00000957286.1	18
