peak_id	chrom	start	end	score	strand	target_label	biosample_term_name	experiment_accession	selected_file_accession	primary_region_class	overlap_gene_ids	overlap_gene_names	overlap_transcript_ids	n_primary_region_features
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0000528	chr1	3738843	3738916	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000293478.2	GFOD3P	ENST00000647817.1;ENST00000648553.1;ENST00000649123.1;ENST00000649348.1	4
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0000530	chr1	3742841	3742875	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000227372.13;ENSG00000293478.2	GFOD3P	ENST00000418088.6;ENST00000637775.1;ENST00000647817.1;ENST00000648526.1;ENST00000648553.1;ENST00000649123.1;ENST00000649348.1	7
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0000531	chr1	3742919	3742952	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000293478.2	GFOD3P	ENST00000647817.1;ENST00000649123.1;ENST00000649348.1	3
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0000608	chr1	6205213	6205225	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000226944.2	RNF207-AS1	ENST00000455744.2;ENST00000722469.1	2
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0000712	chr1	7776700	7776717	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000269925.1	ENSG00000269925	ENST00000602406.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0000898	chr1	8786624	8786655	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000224315.2	RPL7P7	ENST00000428803.2	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0000951	chr1	9681013	9681042	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000231789.5	PIK3CD-AS2	ENST00000415330.5	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0001015	chr1	10163271	10163295	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000201746.1	RNU6-828P	ENST00000364876.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0001332	chr1	14391369	14391396	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000234593.4	KAZN-AS1	ENST00000670776.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0001495	chr1	16613487	16613534	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000271732.2	ENSG00000271732	ENST00000719521.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0001496	chr1	16619085	16619099	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000215908.12;ENSG00000291072.2	CROCCP2;ENSG00000291072	ENST00000412962.4;ENST00000639456.2;ENST00000639481.1;ENST00000639594.1	4
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0001497	chr1	16619838	16619871	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000215908.12;ENSG00000291072.2	CROCCP2;ENSG00000291072	ENST00000412962.4;ENST00000639481.1;ENST00000639594.1	3
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0001498	chr1	16621760	16621792	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000291072.2	ENSG00000291072	ENST00000715311.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0001503	chr1	16625981	16626006	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000215908.12;ENSG00000291072.2	CROCCP2;ENSG00000291072	ENST00000412962.4;ENST00000639456.2;ENST00000639481.1;ENST00000639594.1	4
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0001504	chr1	16626351	16626378	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000215908.12;ENSG00000291072.2	CROCCP2;ENSG00000291072	ENST00000412962.4;ENST00000639456.2;ENST00000639481.1;ENST00000639594.1	4
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0001509	chr1	16632642	16632703	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000291072.2	ENSG00000291072	ENST00000715313.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0001510	chr1	16633299	16633339	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000215908.12;ENSG00000291072.2	CROCCP2;ENSG00000291072	ENST00000362058.2;ENST00000412962.4;ENST00000639456.2;ENST00000715313.1	4
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0001515	chr1	16642764	16642834	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000283773.1;ENSG00000291072.2	ENSG00000283773;ENSG00000291072	ENST00000639399.1;ENST00000639456.2;ENST00000715322.1	3
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0001516	chr1	16643131	16643138	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000291072.2	ENSG00000291072	ENST00000362058.2;ENST00000639456.2;ENST00000715311.1;ENST00000715313.1;ENST00000715322.1;ENST00000715331.1	6
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0001520	chr1	16644655	16644664	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000291072.2	ENSG00000291072	ENST00000362058.2;ENST00000639456.2;ENST00000715311.1;ENST00000715313.1;ENST00000715322.1	5
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0001657	chr1	19230129	19230152	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000230424.4	EMC1-AS1	ENST00000842451.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0001719	chr1	19608089	19608125	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000226396.1	ENSG00000226396	ENST00000457263.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0001960	chr1	22068593	22068631	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000271428.1	MPHOSPH6P1	ENST00000604049.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0002039	chr1	23282741	23282759	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000261326.5	LINC01355	ENST00000647667.1;ENST00000655082.1	2
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0002040	chr1	23282975	23283015	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000261326.5	LINC01355	ENST00000647667.1;ENST00000655082.1	2
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0002041	chr1	23283037	23283070	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000261326.5	LINC01355	ENST00000647667.1;ENST00000655082.1	2
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0002042	chr1	23284032	23284101	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000261326.5	LINC01355	ENST00000647667.1;ENST00000655082.1	2
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0002417	chr1	27325564	27325609	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000241547.1	ACTG1P20	ENST00000486001.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0002587	chr1	28509690	28509729	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000242125.3	SNHG3	ENST00000413987.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0002588	chr1	28509856	28509879	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000242125.3	SNHG3	ENST00000413987.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0002589	chr1	28510782	28510863	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000242125.3	SNHG3	ENST00000413987.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0002601	chr1	28578636	28578661	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000197989.16	SNHG12	ENST00000475441.7;ENST00000481220.6;ENST00000483436.6;ENST00000488745.5;ENST00000531126.8;ENST00000648127.2;ENST00000692541.2;ENST00000693199.2;ENST00000775059.1;ENST00000775060.1;ENST00000775061.1;ENST00000775062.1;ENST00000775063.1;ENST00000775064.1;ENST00000775065.1	15
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0002603	chr1	28579660	28579677	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000197989.16	SNHG12	ENST00000775065.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0002605	chr1	28579911	28579931	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000197989.16	SNHG12	ENST00000475441.7;ENST00000481220.6;ENST00000488745.5;ENST00000648127.2;ENST00000650239.1;ENST00000692541.2;ENST00000775061.1;ENST00000775062.1;ENST00000775063.1;ENST00000775065.1	10
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0002608	chr1	28580565	28580600	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000197989.16	SNHG12	ENST00000475441.7;ENST00000481220.6;ENST00000483436.6;ENST00000488745.5;ENST00000531126.8;ENST00000648127.2;ENST00000650239.1;ENST00000692541.2;ENST00000775059.1;ENST00000775062.1;ENST00000775065.1	11
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0002769	chr1	30719019	30719027	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000186056.12	MATN1-AS1	ENST00000414532.6	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0002770	chr1	30719187	30719220	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000186056.12	MATN1-AS1	ENST00000414532.6;ENST00000649861.1	2
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0002771	chr1	30719345	30719382	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000186056.12	MATN1-AS1	ENST00000414532.6	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0002772	chr1	30720462	30720507	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000186056.12	MATN1-AS1	ENST00000414532.6	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0003130	chr1	33031125	33031199	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000236065.3	ENSG00000236065	ENST00000427524.1;ENST00000773302.1;ENST00000773303.1;ENST00000773304.1	4
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0003131	chr1	33031610	33031641	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000236065.3	ENSG00000236065	ENST00000427524.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0003319	chr1	35992304	35992335	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000271554.1	ENSG00000271554	ENST00000466576.2	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0003473	chr1	37918328	37918397	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000299926.1	ENSG00000299926	ENST00000767538.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0003726	chr1	40390152	40390174	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000296912.1	ENSG00000296912	ENST00000743595.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0003727	chr1	40390236	40390354	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000296912.1	ENSG00000296912	ENST00000743595.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0003910	chr1	42961097	42961182	1000	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000283973.3	ENSG00000283973	ENST00000640492.1;ENST00000755544.1	2
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0003925	chr1	43358283	43358346	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000234694.3	CDC20-DT	ENST00000743579.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0003931	chr1	43364665	43364706	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000283836.1	MIR6734	ENST00000621166.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0004239	chr1	45651379	45651424	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000234329.1	RPL7AP16	ENST00000437848.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0004327	chr1	46568197	46568240	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000269956.3	MKNK1-AS1	ENST00000602433.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0004374	chr1	47231381	47231404	1000	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000307358.1	ENSG00000307358	ENST00000825378.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0004476	chr1	50780466	50780481	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000230585.2	PHB1P12	ENST00000453979.2	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0004478	chr1	50780607	50780631	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000230585.2	PHB1P12	ENST00000453979.2	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0004703	chr1	52162775	52162809	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000223429.1	ENSG00000223429	ENST00000412785.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0005064	chr1	60596190	60596223	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000226476.8	LINC01748	ENST00000634281.1;ENST00000635048.2;ENST00000654935.1;ENST00000660992.1;ENST00000661790.1;ENST00000662065.1	6
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0005065	chr1	60601479	60601523	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000226476.8	LINC01748	ENST00000634281.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0005299	chr1	65306500	65306542	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000229294.1	DNAJC6-AS1	ENST00000435739.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0005301	chr1	65310355	65310395	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000290094.2	ENSG00000290094	ENST00000702949.2	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0005562	chr1	75582082	75582107	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000213579.3	RPL29P5	ENST00000413677.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0005643	chr1	77848464	77848510	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000235613.2	NSRP1P1	ENST00000444067.2	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0005818	chr1	89104354	89104375	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000234518.2	PTGES3P1	ENST00000439531.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0005828	chr1	89546271	89546321	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000297773.1	ENSG00000297773	ENST00000750878.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0005882	chr1	89854430	89854439	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000302992.1	ENSG00000302992	ENST00000790893.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0005883	chr1	89854486	89854527	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000302992.1	ENSG00000302992	ENST00000790893.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0006107	chr1	93279124	93279148	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000229567.1	ENSG00000229567	ENST00000423010.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0006119	chr1	93321123	93321160	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000308261.1	ENSG00000308261	ENST00000832885.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0006122	chr1	93337732	93337767	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000223745.9	CCDC18-AS1	ENST00000421202.6;ENST00000653362.1	2
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0006123	chr1	93338783	93338816	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000223745.9	CCDC18-AS1	ENST00000421202.6;ENST00000653362.1;ENST00000661111.1	3
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0006287	chr1	100416083	100416115	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000298758.1	ENSG00000298758	ENST00000757761.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0006328	chr1	101081498	101081529	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000233184.10	DPH5-DT	ENST00000666646.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0006345	chr1	108323989	108324057	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000290547.2	ENSG00000290547	ENST00000727769.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0006579	chr1	110062431	110062470	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000258634.3	ENSG00000258634	ENST00000554749.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0006585	chr1	110347344	110347374	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000224699.13	LAMTOR5-AS1	ENST00000626572.2	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0006586	chr1	110347582	110347613	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000224699.13	LAMTOR5-AS1	ENST00000626572.2;ENST00000715661.1;ENST00000767673.1;ENST00000767674.1	4
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0006602	chr1	110372180	110372253	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000224699.13	LAMTOR5-AS1	ENST00000715661.1;ENST00000767673.1	2
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0006761	chr1	112960475	112960501	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000226419.10	SLC16A1-AS1	ENST00000428411.6;ENST00000662044.2;ENST00000665960.1;ENST00000764796.1;ENST00000764798.1;ENST00000764807.1;ENST00000764813.1	7
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0006876	chr1	114468756	114468824	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000225650.2	EIF2S2P5	ENST00000457635.2	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0006929	chr1	116378020	116378088	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000298606.1	ENSG00000298606	ENST00000756860.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0007077	chr1	120278010	120278034	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000274642.1;ENSG00000305887.1	ENSG00000274642;ENSG00000305887	ENST00000612320.1;ENST00000813740.1;ENST00000813753.1;ENST00000813755.1	4
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0007079	chr1	120489668	120489702	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000296642.1	ENSG00000296642	ENST00000740959.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0007080	chr1	120491864	120491904	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000296642.1	ENSG00000296642	ENST00000740955.1;ENST00000740959.1	2
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0007082	chr1	120514962	120515003	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000275131.5;ENSG00000302906.1	ENSG00000302906;PDE4DIPP2	ENST00000612480.2;ENST00000715505.1;ENST00000790370.1	3
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0007083	chr1	120542023	120542056	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000275131.5;ENSG00000290999.2	ENSG00000290999;PDE4DIPP2	ENST00000612480.2;ENST00000637601.2;ENST00000715505.1	3
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0007150	chr1	147084699	147084730	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000286172.1	RNVU1-8	ENST00000651973.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0007179	chr1	148038752	148038786	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000206585.1	RNVU1-7	ENST00000383858.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0007185	chr1	148280579	148280614	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000274020.6	LINC01138	ENST00000760890.1;ENST00000760891.1	2
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0007208	chr1	149849480	149849518	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000290792.1	ENSG00000290792	ENST00000564237.2	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0007209	chr1	149849859	149849892	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000290792.1	ENSG00000290792	ENST00000564237.2	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0007210	chr1	149850019	149850047	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000290792.1	ENSG00000290792	ENST00000564237.2	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0007291	chr1	150551916	150552029	200	+	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000264553.1	MIR4257	ENST00000581735.1	1
TARDBP__K562__ENCSR584TCR__ENCFF606RXB__peak0007567	chr1	154182142	154182169	200	-	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	exon	ENSG00000300122.1	ENSG00000300122	ENST00000769305.1	1
