peak_id	chrom	start	end	score	strand	target_label	biosample_term_name	experiment_accession	selected_file_accession	primary_region_class	overlap_gene_ids	overlap_gene_names	overlap_transcript_ids	n_primary_region_features
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001245	chr1	8508629	8508664	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000142599.21	RERE	ENST00000337907.7;ENST00000377464.5;ENST00000400907.6;ENST00000400908.7;ENST00000659924.1;ENST00000704049.1;ENST00000864419.1	7
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001364	chr1	8655971	8656043	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000142599.21	RERE	ENST00000337907.7;ENST00000400907.6;ENST00000400908.7;ENST00000659924.1;ENST00000864419.1	5
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001507	chr1	8863239	8863296	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000074800.17	ENO1	ENST00000234590.10;ENST00000647408.1;ENST00000879694.1;ENST00000879695.1;ENST00000879696.1;ENST00000879697.1;ENST00000879698.1;ENST00000879699.1;ENST00000879700.1;ENST00000879701.1;ENST00000879703.1;ENST00000879704.1;ENST00000879705.1;ENST00000879706.1;ENST00000879707.1;ENST00000935293.1;ENST00000935294.1;ENST00000935295.1;ENST00000935296.1;ENST00000935297.1;ENST00000935298.1;ENST00000935299.1;ENST00000935300.1;ENST00000935301.1;ENST00000935302.1;ENST00000935303.1;ENST00000935304.1;ENST00000935305.1;ENST00000935306.1;ENST00000935307.1;ENST00000971792.1;ENST00000971793.1;ENST00000971794.1;ENST00000971795.1;ENST00000971796.1;ENST00000971797.1;ENST00000971798.1	37
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001510	chr1	8863954	8864080	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000074800.17	ENO1	ENST00000234590.10;ENST00000647408.1;ENST00000879694.1;ENST00000879695.1;ENST00000879696.1;ENST00000879697.1;ENST00000879698.1;ENST00000879699.1;ENST00000879700.1;ENST00000879701.1;ENST00000879702.1;ENST00000879703.1;ENST00000879704.1;ENST00000879705.1;ENST00000879706.1;ENST00000879707.1;ENST00000935293.1;ENST00000935294.1;ENST00000935295.1;ENST00000935296.1;ENST00000935297.1;ENST00000935298.1;ENST00000935299.1;ENST00000935300.1;ENST00000935301.1;ENST00000935302.1;ENST00000935303.1;ENST00000935304.1;ENST00000935305.1;ENST00000935306.1;ENST00000935307.1;ENST00000971792.1;ENST00000971793.1;ENST00000971794.1;ENST00000971795.1;ENST00000971796.1;ENST00000971797.1;ENST00000971798.1	38
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001512	chr1	8865331	8865416	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000074800.17	ENO1	ENST00000234590.10;ENST00000647408.1;ENST00000879694.1;ENST00000879695.1;ENST00000879696.1;ENST00000879697.1;ENST00000879698.1;ENST00000879699.1;ENST00000879700.1;ENST00000879701.1;ENST00000879702.1;ENST00000879703.1;ENST00000879704.1;ENST00000879705.1;ENST00000879706.1;ENST00000879707.1;ENST00000935293.1;ENST00000935294.1;ENST00000935295.1;ENST00000935296.1;ENST00000935297.1;ENST00000935298.1;ENST00000935299.1;ENST00000935300.1;ENST00000935301.1;ENST00000935302.1;ENST00000935304.1;ENST00000935305.1;ENST00000935306.1;ENST00000935307.1;ENST00000971792.1;ENST00000971793.1;ENST00000971794.1;ENST00000971795.1;ENST00000971796.1;ENST00000971797.1;ENST00000971798.1	37
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001513	chr1	8865420	8865482	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000074800.17	ENO1	ENST00000234590.10;ENST00000647408.1;ENST00000879694.1;ENST00000879695.1;ENST00000879696.1;ENST00000879697.1;ENST00000879698.1;ENST00000879699.1;ENST00000879700.1;ENST00000879701.1;ENST00000879702.1;ENST00000879703.1;ENST00000879704.1;ENST00000879705.1;ENST00000879706.1;ENST00000879707.1;ENST00000935293.1;ENST00000935294.1;ENST00000935295.1;ENST00000935296.1;ENST00000935297.1;ENST00000935299.1;ENST00000935300.1;ENST00000935301.1;ENST00000935302.1;ENST00000935304.1;ENST00000935305.1;ENST00000935306.1;ENST00000935307.1;ENST00000971792.1;ENST00000971793.1;ENST00000971794.1;ENST00000971795.1;ENST00000971796.1;ENST00000971797.1;ENST00000971798.1	36
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001514	chr1	8866278	8866504	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000074800.17	ENO1	ENST00000234590.10;ENST00000647408.1;ENST00000879694.1;ENST00000879695.1;ENST00000879696.1;ENST00000879697.1;ENST00000879698.1;ENST00000879699.1;ENST00000879700.1;ENST00000879701.1;ENST00000879702.1;ENST00000879703.1;ENST00000879704.1;ENST00000879705.1;ENST00000879706.1;ENST00000879707.1;ENST00000935293.1;ENST00000935294.1;ENST00000935295.1;ENST00000935296.1;ENST00000935297.1;ENST00000935298.1;ENST00000935299.1;ENST00000935300.1;ENST00000935301.1;ENST00000935302.1;ENST00000935303.1;ENST00000935304.1;ENST00000935305.1;ENST00000935306.1;ENST00000935307.1;ENST00000971792.1;ENST00000971794.1;ENST00000971795.1;ENST00000971796.1;ENST00000971797.1;ENST00000971798.1	37
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001516	chr1	8867141	8867256	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000074800.17	ENO1	ENST00000234590.10;ENST00000647408.1;ENST00000879694.1;ENST00000879695.1;ENST00000879696.1;ENST00000879697.1;ENST00000879698.1;ENST00000879699.1;ENST00000879700.1;ENST00000879701.1;ENST00000879702.1;ENST00000879703.1;ENST00000879704.1;ENST00000879705.1;ENST00000879706.1;ENST00000879707.1;ENST00000935293.1;ENST00000935294.1;ENST00000935295.1;ENST00000935296.1;ENST00000935297.1;ENST00000935298.1;ENST00000935299.1;ENST00000935300.1;ENST00000935301.1;ENST00000935302.1;ENST00000935303.1;ENST00000935304.1;ENST00000935305.1;ENST00000935306.1;ENST00000935307.1;ENST00000971792.1;ENST00000971794.1;ENST00000971795.1;ENST00000971796.1;ENST00000971797.1;ENST00000971798.1	37
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001517	chr1	8867979	8868058	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000074800.17	ENO1	ENST00000234590.10;ENST00000647408.1;ENST00000879694.1;ENST00000879695.1;ENST00000879696.1;ENST00000879697.1;ENST00000879698.1;ENST00000879699.1;ENST00000879700.1;ENST00000879701.1;ENST00000879702.1;ENST00000879703.1;ENST00000879704.1;ENST00000879705.1;ENST00000879706.1;ENST00000879707.1;ENST00000935293.1;ENST00000935294.1;ENST00000935295.1;ENST00000935296.1;ENST00000935297.1;ENST00000935298.1;ENST00000935300.1;ENST00000935301.1;ENST00000935303.1;ENST00000935304.1;ENST00000935305.1;ENST00000935306.1;ENST00000935307.1;ENST00000971792.1;ENST00000971793.1;ENST00000971794.1;ENST00000971795.1;ENST00000971796.1;ENST00000971797.1;ENST00000971798.1	36
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001521	chr1	8870437	8870493	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000074800.17	ENO1	ENST00000234590.10;ENST00000879694.1;ENST00000879695.1;ENST00000879696.1;ENST00000879697.1;ENST00000879699.1;ENST00000879700.1;ENST00000879701.1;ENST00000879702.1;ENST00000879703.1;ENST00000879704.1;ENST00000879705.1;ENST00000879706.1;ENST00000879707.1;ENST00000935293.1;ENST00000935294.1;ENST00000935295.1;ENST00000935296.1;ENST00000935297.1;ENST00000935298.1;ENST00000935300.1;ENST00000935301.1;ENST00000935303.1;ENST00000935304.1;ENST00000935305.1;ENST00000935306.1;ENST00000935307.1;ENST00000971792.1;ENST00000971793.1;ENST00000971795.1;ENST00000971796.1;ENST00000971797.1;ENST00000971798.1	33
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001717	chr1	10135161	10135188	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000130939.21	UBE4B	ENST00000253251.12;ENST00000343090.11;ENST00000672724.1;ENST00000892379.1;ENST00000892380.1;ENST00000892381.1;ENST00000892382.1;ENST00000892383.1;ENST00000892384.1;ENST00000921026.1;ENST00000921027.1;ENST00000921028.1;ENST00000921030.1;ENST00000921031.1;ENST00000921032.1;ENST00000921033.1;ENST00000921034.1;ENST00000963443.1	18
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001751	chr1	10344118	10344168	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000054523.21	KIF1B	ENST00000696502.1	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001810	chr1	11080533	11080625	1000	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000171824.15	EXOSC10	ENST00000304457.11;ENST00000376936.9;ENST00000869358.1;ENST00000869360.1;ENST00000921093.1;ENST00000921094.1;ENST00000921095.1;ENST00000921096.1;ENST00000921097.1;ENST00000921098.1;ENST00000921099.1;ENST00000971056.1;ENST00000971057.1;ENST00000971058.1	14
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001826	chr1	11790836	11790847	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000177000.14	MTHFR	ENST00000376583.7;ENST00000376585.6;ENST00000376590.9;ENST00000376592.6;ENST00000423400.7;ENST00000641820.1;ENST00000911085.1;ENST00000970342.1;ENST00000970343.1	9
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001827	chr1	11790875	11790942	1000	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000177000.14	MTHFR	ENST00000376583.7;ENST00000376585.6;ENST00000376590.9;ENST00000376592.6;ENST00000423400.7;ENST00000641820.1;ENST00000911085.1;ENST00000970342.1;ENST00000970343.1	9
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001864	chr1	11949798	11949879	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000083444.18	PLOD1	ENST00000196061.5;ENST00000854019.1;ENST00000854020.1;ENST00000854021.1;ENST00000854022.1;ENST00000854023.1;ENST00000854024.1;ENST00000854025.1;ENST00000854026.1;ENST00000854027.1;ENST00000854028.1;ENST00000854029.1;ENST00000854030.1;ENST00000854031.1;ENST00000854032.1;ENST00000854033.1;ENST00000934210.1;ENST00000934211.1;ENST00000934212.1;ENST00000934213.1;ENST00000934214.1;ENST00000960558.1;ENST00000960559.1	23
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001869	chr1	11970726	11970785	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000083444.18	PLOD1	ENST00000196061.5;ENST00000854019.1;ENST00000854021.1;ENST00000854022.1;ENST00000854023.1;ENST00000854024.1;ENST00000854026.1;ENST00000854027.1;ENST00000854028.1;ENST00000854029.1;ENST00000854030.1;ENST00000854031.1;ENST00000854032.1;ENST00000854033.1;ENST00000934210.1;ENST00000934211.1;ENST00000934212.1;ENST00000934213.1;ENST00000934214.1;ENST00000960558.1;ENST00000960559.1	21
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002161	chr1	15930881	15930902	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000065526.13	SPEN	ENST00000375759.8	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002207	chr1	16387080	16387112	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000055070.18	SZRD1	ENST00000941312.1	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002445	chr1	19096533	19096571	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000127481.15	UBR4	ENST00000375224.1;ENST00000375254.8	2
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002446	chr1	19096631	19096651	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000127481.15	UBR4	ENST00000375224.1;ENST00000375254.8	2
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002447	chr1	19097190	19097262	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000127481.15	UBR4	ENST00000375224.1;ENST00000375254.8	2
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002448	chr1	19099596	19099602	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000127481.15	UBR4	ENST00000375224.1;ENST00000375254.8	2
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002459	chr1	19123016	19123051	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000127481.15	UBR4	ENST00000375254.8	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002465	chr1	19138036	19138100	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000127481.15	UBR4	ENST00000375254.8	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002499	chr1	19193535	19193557	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000127481.15	UBR4	ENST00000375254.8	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002502	chr1	19197139	19197191	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000127481.15	UBR4	ENST00000375254.8	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002506	chr1	19199729	19199755	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000127481.15	UBR4	ENST00000375254.8	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002507	chr1	19201717	19201732	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000127481.15	UBR4	ENST00000375254.8	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002513	chr1	19251449	19251469	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000127463.17	EMC1	ENST00000375199.7;ENST00000375208.7;ENST00000477853.6;ENST00000486405.2;ENST00000688219.1;ENST00000690732.1;ENST00000690823.1;ENST00000911101.1;ENST00000911102.1;ENST00000911103.1;ENST00000911104.1;ENST00000911105.1;ENST00000911106.1;ENST00000911107.1;ENST00000911108.1;ENST00000911109.1;ENST00000933101.1;ENST00000933102.1;ENST00000933103.1;ENST00000933104.1;ENST00000933105.1;ENST00000933106.1;ENST00000933107.1;ENST00000933108.1;ENST00000933109.1;ENST00000960178.1;ENST00000960179.1;ENST00000960180.1;ENST00000960181.1;ENST00000960182.1;ENST00000960183.1	31
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002722	chr1	21721742	21721765	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000090686.17	USP48	ENST00000308271.14;ENST00000374732.7;ENST00000400301.5;ENST00000529637.5;ENST00000903043.1;ENST00000903044.1;ENST00000903045.1;ENST00000903046.1;ENST00000903048.1;ENST00000903049.1;ENST00000903050.1;ENST00000903051.1;ENST00000922670.1;ENST00000922671.1;ENST00000963813.1;ENST00000963814.1;ENST00000963816.1;ENST00000963817.1;ENST00000963818.1;ENST00000963819.1	20
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002728	chr1	21728624	21728698	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000090686.17	USP48	ENST00000308271.14;ENST00000400301.5;ENST00000421625.6;ENST00000529637.5;ENST00000903043.1;ENST00000903044.1;ENST00000903045.1;ENST00000903046.1;ENST00000903047.1;ENST00000903048.1;ENST00000903049.1;ENST00000903050.1;ENST00000903051.1;ENST00000922669.1;ENST00000922670.1;ENST00000922671.1;ENST00000963813.1;ENST00000963814.1;ENST00000963815.1;ENST00000963816.1;ENST00000963817.1;ENST00000963818.1;ENST00000963819.1	23
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002855	chr1	23056006	23056039	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000004487.19	KDM1A	ENST00000356634.7;ENST00000400181.9;ENST00000465864.2;ENST00000685102.1;ENST00000686270.1;ENST00000686339.1;ENST00000686771.1;ENST00000688680.1;ENST00000690627.1;ENST00000691404.1;ENST00000691682.1;ENST00000691694.1;ENST00000692056.1;ENST00000692209.1;ENST00000692853.1;ENST00000692975.1;ENST00000693156.1;ENST00000874660.1;ENST00000874661.1;ENST00000874662.1;ENST00000874663.1;ENST00000874664.1;ENST00000919146.1;ENST00000919148.1;ENST00000919149.1;ENST00000919151.1;ENST00000919152.1;ENST00000919153.1;ENST00000919154.1;ENST00000919155.1;ENST00000919156.1;ENST00000919159.1;ENST00000919160.1;ENST00000919161.1;ENST00000954764.1;ENST00000954765.1;ENST00000954766.1;ENST00000954767.1;ENST00000954769.1;ENST00000954770.1	40
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002856	chr1	23057483	23057533	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000004487.19	KDM1A	ENST00000356634.7;ENST00000400181.9;ENST00000465864.2;ENST00000685102.1;ENST00000686270.1;ENST00000686339.1;ENST00000686771.1;ENST00000688680.1;ENST00000690627.1;ENST00000691404.1;ENST00000691682.1;ENST00000691694.1;ENST00000692056.1;ENST00000692209.1;ENST00000692853.1;ENST00000692975.1;ENST00000693156.1;ENST00000874660.1;ENST00000874661.1;ENST00000874662.1;ENST00000874663.1;ENST00000874664.1;ENST00000919146.1;ENST00000919148.1;ENST00000919149.1;ENST00000919150.1;ENST00000919151.1;ENST00000919152.1;ENST00000919153.1;ENST00000919154.1;ENST00000919155.1;ENST00000919156.1;ENST00000919158.1;ENST00000919159.1;ENST00000919160.1;ENST00000919161.1;ENST00000954764.1;ENST00000954765.1;ENST00000954766.1;ENST00000954767.1;ENST00000954769.1;ENST00000954770.1	42
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0002898	chr1	23311200	23311257	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	CDS	ENSG00000125944.23	HNRNPR	ENST00000302271.11;ENST00000374612.5;ENST00000374616.7;ENST00000463552.6;ENST00000470941.6;ENST00000476451.3;ENST00000478691.5;ENST00000606561.5;ENST00000675048.1;ENST00000882591.1;ENST00000882592.1;ENST00000882593.1;ENST00000882594.1;ENST00000882595.1;ENST00000882596.1;ENST00000882597.1;ENST00000934773.1;ENST00000934774.1;ENST00000934775.1;ENST00000934776.1;ENST00000934777.1;ENST00000934778.1;ENST00000934779.1;ENST00000947104.1;ENST00000947105.1	25
