peak_id	chrom	start	end	score	strand	target_label	biosample_term_name	experiment_accession	selected_file_accession	primary_region_class	overlap_gene_ids	overlap_gene_names	overlap_transcript_ids	n_primary_region_features
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000315	chr1	1561594	1561629	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000160075.13	SSU72	ENST00000359060.5	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000317	chr1	1561979	1561985	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000160075.13	SSU72	ENST00000359060.5	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000319	chr1	1563013	1563098	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000160075.13	SSU72	ENST00000359060.5	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000345	chr1	1752780	1752827	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000008130.16	NADK	ENST00000341426.9;ENST00000341991.7;ENST00000378625.5;ENST00000886130.1;ENST00000886131.1;ENST00000886132.1;ENST00000886133.1;ENST00000886134.1;ENST00000886135.1;ENST00000886136.1;ENST00000886137.1;ENST00000886138.1;ENST00000886139.1;ENST00000886140.1;ENST00000886141.1;ENST00000886142.1;ENST00000886143.1;ENST00000886144.1;ENST00000931657.1;ENST00000931658.1;ENST00000931659.1;ENST00000931660.1;ENST00000931661.1;ENST00000931662.1;ENST00000931663.1;ENST00000953973.1;ENST00000953974.1;ENST00000953975.1	28
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000356	chr1	1785350	1785384	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000078369.20	GNB1	ENST00000378609.9;ENST00000610897.4;ENST00000615252.5;ENST00000703692.1;ENST00000703693.1;ENST00000703694.1;ENST00000703696.1;ENST00000703697.1;ENST00000703699.1;ENST00000703700.1;ENST00000703701.1;ENST00000899366.1;ENST00000899367.1;ENST00000899368.1;ENST00000899369.1;ENST00000899370.1;ENST00000899373.1;ENST00000899374.1;ENST00000899375.1;ENST00000899376.1;ENST00000899377.1;ENST00000899378.1;ENST00000899379.1;ENST00000899387.1;ENST00000899388.1;ENST00000899389.1;ENST00000916682.1;ENST00000916683.1;ENST00000916684.1;ENST00000916685.1;ENST00000916686.1;ENST00000916687.1;ENST00000916688.1;ENST00000916689.1;ENST00000916690.1;ENST00000916691.1;ENST00000916692.1;ENST00000916693.1;ENST00000916694.1;ENST00000916695.1;ENST00000916696.1;ENST00000916697.1;ENST00000916698.1;ENST00000916699.1;ENST00000916700.1;ENST00000916701.1;ENST00000916702.1;ENST00000916703.1;ENST00000916705.1;ENST00000916713.1;ENST00000947516.1;ENST00000947517.1;ENST00000947518.1;ENST00000947519.1;ENST00000947520.1;ENST00000947521.1;ENST00000947522.1;ENST00000947523.1;ENST00000947524.1;ENST00000947525.1;ENST00000947526.1;ENST00000947527.1;ENST00000947528.1;ENST00000947530.1;ENST00000947532.1;ENST00000947533.1;ENST00000947534.1;ENST00000947540.1	68
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000357	chr1	1785766	1785783	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000078369.20	GNB1	ENST00000378609.9;ENST00000610897.4;ENST00000615252.5;ENST00000703692.1;ENST00000703693.1;ENST00000703694.1;ENST00000703696.1;ENST00000703697.1;ENST00000703699.1;ENST00000703700.1;ENST00000703701.1;ENST00000703702.1;ENST00000703703.1;ENST00000703704.1;ENST00000703705.1;ENST00000899366.1;ENST00000899367.1;ENST00000899368.1;ENST00000899369.1;ENST00000899370.1;ENST00000899373.1;ENST00000899374.1;ENST00000899375.1;ENST00000899376.1;ENST00000899377.1;ENST00000899378.1;ENST00000899379.1;ENST00000899387.1;ENST00000899388.1;ENST00000899389.1;ENST00000916682.1;ENST00000916683.1;ENST00000916684.1;ENST00000916685.1;ENST00000916686.1;ENST00000916687.1;ENST00000916688.1;ENST00000916689.1;ENST00000916690.1;ENST00000916691.1;ENST00000916692.1;ENST00000916693.1;ENST00000916694.1;ENST00000916695.1;ENST00000916696.1;ENST00000916697.1;ENST00000916698.1;ENST00000916699.1;ENST00000916700.1;ENST00000916701.1;ENST00000916702.1;ENST00000916703.1;ENST00000916705.1;ENST00000916713.1;ENST00000947516.1;ENST00000947517.1;ENST00000947518.1;ENST00000947519.1;ENST00000947520.1;ENST00000947521.1;ENST00000947522.1;ENST00000947523.1;ENST00000947524.1;ENST00000947525.1;ENST00000947526.1;ENST00000947527.1;ENST00000947528.1;ENST00000947530.1;ENST00000947532.1;ENST00000947533.1;ENST00000947534.1;ENST00000947540.1;ENST00000947541.1	73
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000409	chr1	1881198	1881280	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000078369.20	GNB1	ENST00000916715.1	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000414	chr1	1888879	1888920	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000078369.20	GNB1	ENST00000916713.1	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000415	chr1	1890468	1890535	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000078369.20	GNB1	ENST00000703693.1;ENST00000703697.1;ENST00000899373.1;ENST00000916711.1;ENST00000916712.1;ENST00000947530.1	6
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000486	chr1	2189632	2189690	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000162585.18	FAAP20	ENST00000378546.9;ENST00000904918.1;ENST00000904919.1;ENST00000904920.1;ENST00000925510.1	5
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000565	chr1	2306804	2306819	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000157933.12	SKI	ENST00000378536.5;ENST00000851187.1	2
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000567	chr1	2309255	2309275	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000157933.12	SKI	ENST00000378536.5;ENST00000851187.1	2
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000577	chr1	2391859	2391920	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000157916.21	RER1	ENST00000378512.5;ENST00000378513.7;ENST00000378518.5;ENST00000605895.6;ENST00000874470.1;ENST00000874471.1;ENST00000874472.1;ENST00000874473.1;ENST00000874474.1;ENST00000874475.1;ENST00000874477.1;ENST00000874478.1;ENST00000874481.1;ENST00000874482.1;ENST00000874483.1;ENST00000874484.1;ENST00000920616.1;ENST00000920617.1;ENST00000920618.1;ENST00000920619.1;ENST00000920620.1;ENST00000920621.1;ENST00000920622.1;ENST00000920623.1;ENST00000920624.1;ENST00000920625.1;ENST00000920626.1;ENST00000920627.1;ENST00000920628.1;ENST00000920629.1;ENST00000920630.1;ENST00000954665.1;ENST00000954666.1;ENST00000954667.1;ENST00000954668.1;ENST00000954669.1;ENST00000954670.1	37
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000578	chr1	2392163	2392229	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000157916.21	RER1	ENST00000874479.1;ENST00000874485.1;ENST00000920616.1;ENST00000920617.1;ENST00000920621.1;ENST00000920623.1;ENST00000920624.1;ENST00000920630.1;ENST00000954666.1;ENST00000954669.1	10
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000579	chr1	2392899	2392930	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000157916.21	RER1	ENST00000874476.1;ENST00000874485.1;ENST00000874486.1;ENST00000920617.1;ENST00000920621.1;ENST00000920623.1;ENST00000954666.1;ENST00000954669.1	8
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000582	chr1	2394792	2394860	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000157916.21	RER1	ENST00000488353.2;ENST00000920621.1	2
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000587	chr1	2405313	2405360	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000157911.12;ENSG00000157916.21	PEX10;RER1	ENST00000288774.8;ENST00000378513.7;ENST00000447513.7;ENST00000507596.5;ENST00000605895.6;ENST00000874469.1;ENST00000874470.1;ENST00000874471.1;ENST00000874472.1;ENST00000874473.1;ENST00000874474.1;ENST00000874475.1;ENST00000874476.1;ENST00000874692.1;ENST00000874693.1;ENST00000920616.1;ENST00000920617.1;ENST00000920618.1;ENST00000920619.1;ENST00000920620.1;ENST00000954665.1	21
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000596	chr1	2563659	2563698	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000157873.19	TNFRSF14	ENST00000355716.5;ENST00000860781.1;ENST00000860782.1;ENST00000860783.1;ENST00000860784.1;ENST00000860785.1;ENST00000860786.1;ENST00000860787.1;ENST00000860788.1;ENST00000860789.1;ENST00000860790.1;ENST00000860791.1;ENST00000972443.1;ENST00000972444.1;ENST00000972445.1;ENST00000972446.1	16
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000890	chr1	5991390	5991412	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000131697.19	NPHP4	ENST00000955272.1;ENST00000955274.1;ENST00000955275.1	3
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000940	chr1	6456595	6456628	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000187017.18	ESPN	ENST00000636330.1	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000944	chr1	6523695	6523743	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000162408.12	NOL9	ENST00000377705.6	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000955	chr1	6592099	6592129	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000162413.17	KLHL21	ENST00000377658.8;ENST00000377663.3	2
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000956	chr1	6594171	6594217	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000162413.17	KLHL21	ENST00000377663.3	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0000958	chr1	6635313	6635355	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000007923.18;ENSG00000041988.17	DNAJC11;THAP3	ENST00000294401.11;ENST00000377577.10;ENST00000377627.7;ENST00000885067.1;ENST00000885068.1;ENST00000885069.1;ENST00000885070.1;ENST00000885071.1;ENST00000885072.1;ENST00000939001.1;ENST00000939002.1;ENST00000939003.1;ENST00000954225.1;ENST00000954226.1	14
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001007	chr1	6887447	6887480	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000171735.21	CAMTA1	ENST00000700416.1	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001008	chr1	6887495	6887518	200	+	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000171735.21	CAMTA1	ENST00000700416.1	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001092	chr1	8012232	8012288	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000116285.14	ERRFI1	ENST00000377482.10;ENST00000857115.1;ENST00000857116.1;ENST00000857117.1;ENST00000857118.1;ENST00000857119.1;ENST00000857120.1;ENST00000857121.1;ENST00000857123.1;ENST00000857124.1;ENST00000963988.1;ENST00000963989.1	12
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001093	chr1	8012288	8012330	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000116285.14	ERRFI1	ENST00000377482.10;ENST00000857115.1;ENST00000857116.1;ENST00000857117.1;ENST00000857118.1;ENST00000857119.1;ENST00000857120.1;ENST00000857121.1;ENST00000857123.1;ENST00000857124.1;ENST00000963988.1;ENST00000963989.1	12
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001094	chr1	8012330	8012383	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000116285.14	ERRFI1	ENST00000377482.10;ENST00000857115.1;ENST00000857116.1;ENST00000857117.1;ENST00000857118.1;ENST00000857119.1;ENST00000857120.1;ENST00000857121.1;ENST00000857123.1;ENST00000857124.1;ENST00000963988.1;ENST00000963989.1	12
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001095	chr1	8012404	8012458	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000116285.14	ERRFI1	ENST00000377482.10;ENST00000857115.1;ENST00000857116.1;ENST00000857117.1;ENST00000857118.1;ENST00000857119.1;ENST00000857120.1;ENST00000857121.1;ENST00000857123.1;ENST00000857124.1;ENST00000963988.1;ENST00000963989.1	12
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001096	chr1	8012547	8012578	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000116285.14	ERRFI1	ENST00000377482.10;ENST00000857115.1;ENST00000857116.1;ENST00000857117.1;ENST00000857118.1;ENST00000857119.1;ENST00000857120.1;ENST00000857121.1;ENST00000857123.1;ENST00000857124.1;ENST00000963988.1;ENST00000963989.1	12
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001097	chr1	8012648	8012680	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000116285.14	ERRFI1	ENST00000377482.10;ENST00000857115.1;ENST00000857116.1;ENST00000857117.1;ENST00000857118.1;ENST00000857119.1;ENST00000857120.1;ENST00000857121.1;ENST00000857123.1;ENST00000857124.1;ENST00000963988.1;ENST00000963989.1	12
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001098	chr1	8012942	8012976	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000116285.14	ERRFI1	ENST00000377482.10;ENST00000857115.1;ENST00000857116.1;ENST00000857117.1;ENST00000857118.1;ENST00000857119.1;ENST00000857120.1;ENST00000857121.1;ENST00000857123.1;ENST00000857124.1;ENST00000963988.1;ENST00000963989.1	12
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001099	chr1	8013694	8013749	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000116285.14	ERRFI1	ENST00000467067.1;ENST00000469499.5	2
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001100	chr1	8013929	8013953	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000116285.14	ERRFI1	ENST00000467067.1;ENST00000469499.5	2
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001101	chr1	8013985	8014015	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000116285.14	ERRFI1	ENST00000467067.1;ENST00000469499.5	2
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001102	chr1	8015949	8016001	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000116285.14	ERRFI1	ENST00000857124.1	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001103	chr1	8016364	8016395	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000116285.14	ERRFI1	ENST00000857124.1	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001104	chr1	8016725	8016778	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000116285.14	ERRFI1	ENST00000857124.1	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001105	chr1	8017494	8017513	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000116285.14	ERRFI1	ENST00000857124.1	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001106	chr1	8017606	8017637	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000116285.14	ERRFI1	ENST00000857124.1	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001107	chr1	8017749	8017779	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000116285.14	ERRFI1	ENST00000857124.1	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001118	chr1	8025297	8025345	1000	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000116285.14	ERRFI1	ENST00000963988.1	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001119	chr1	8025345	8025361	1000	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000116285.14	ERRFI1	ENST00000963988.1	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001120	chr1	8025361	8025379	1000	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000116285.14	ERRFI1	ENST00000963988.1	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001121	chr1	8025379	8025427	1000	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000116285.14	ERRFI1	ENST00000963988.1	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001125	chr1	8025920	8025951	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000116285.14	ERRFI1	ENST00000963989.1	1
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001126	chr1	8025973	8026043	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000116285.14	ERRFI1	ENST00000857121.1;ENST00000963989.1	2
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001127	chr1	8026077	8026159	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000116285.14	ERRFI1	ENST00000377482.10;ENST00000469499.5;ENST00000474874.5;ENST00000857115.1;ENST00000857116.1;ENST00000857117.1;ENST00000857118.1;ENST00000857119.1;ENST00000857120.1;ENST00000857121.1;ENST00000857122.1;ENST00000963988.1;ENST00000963989.1	13
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001144	chr1	8354047	8354075	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000142599.21	RERE	ENST00000337907.7;ENST00000377464.5;ENST00000400907.6;ENST00000400908.7;ENST00000465125.2;ENST00000864419.1	6
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001145	chr1	8354103	8354118	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000142599.21	RERE	ENST00000337907.7;ENST00000377464.5;ENST00000400907.6;ENST00000400908.7;ENST00000465125.2;ENST00000476556.5;ENST00000864419.1	7
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001146	chr1	8354463	8354490	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000142599.21	RERE	ENST00000337907.7;ENST00000377464.5;ENST00000400907.6;ENST00000400908.7;ENST00000465125.2;ENST00000476556.5;ENST00000864419.1	7
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001147	chr1	8354865	8354896	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000142599.21	RERE	ENST00000337907.7;ENST00000377464.5;ENST00000400907.6;ENST00000400908.7;ENST00000465125.2;ENST00000476556.5;ENST00000864419.1	7
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001151	chr1	8364182	8364192	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000142599.21	RERE	ENST00000465125.2;ENST00000476556.5	2
TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__peak0001503	chr1	8861040	8861156	200	-	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	utr	ENSG00000074800.17	ENO1	ENST00000234590.10;ENST00000647408.1;ENST00000879694.1;ENST00000879695.1;ENST00000879696.1;ENST00000879697.1;ENST00000879698.1;ENST00000879699.1;ENST00000879700.1;ENST00000879701.1;ENST00000879702.1;ENST00000879703.1;ENST00000879704.1;ENST00000879705.1;ENST00000879706.1;ENST00000879707.1;ENST00000935293.1;ENST00000935294.1;ENST00000935295.1;ENST00000935296.1;ENST00000935297.1;ENST00000935298.1;ENST00000935299.1;ENST00000935300.1;ENST00000935301.1;ENST00000935302.1;ENST00000935303.1;ENST00000935304.1;ENST00000935305.1;ENST00000935306.1;ENST00000935307.1;ENST00000971792.1;ENST00000971793.1;ENST00000971794.1;ENST00000971795.1;ENST00000971796.1;ENST00000971797.1;ENST00000971798.1	38
