comparison_id	set_name	region_class	gene_id	gene_name	peak_hit_count	unique_peak_count	transcript_count	transcript_ids
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000127914.20	AKAP9	19	19	16	ENST00000356239.8;ENST00000359028.7;ENST00000491695.2;ENST00000679521.1;ENST00000679821.1;ENST00000680072.1;ENST00000680181.1;ENST00000680513.1;ENST00000680534.1;ENST00000680766.1;ENST00000680952.1;ENST00000681412.1;ENST00000681722.1;ENST00000925975.1;ENST00000925976.1;ENST00000925977.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000148180.23	GSN	19	19	266	ENST00000373808.8;ENST00000373818.8;ENST00000373823.7;ENST00000394353.7;ENST00000432226.7;ENST00000449733.7;ENST00000545652.6;ENST00000699558.1;ENST00000900518.1;ENST00000900519.1;ENST00000900520.1;ENST00000900521.1;ENST00000900522.1;ENST00000900523.1;ENST00000900524.1;ENST00000900525.1;ENST00000900526.1;ENST00000900527.1;ENST00000900528.1;ENST00000900529.1;ENST00000900530.1;ENST00000900531.1;ENST00000900532.1;ENST00000900533.1;ENST00000900534.1;ENST00000900535.1;ENST00000900536.1;ENST00000900537.1;ENST00000900538.1;ENST00000900539.1;ENST00000900540.1;ENST00000900541.1;ENST00000900542.1;ENST00000900543.1;ENST00000900544.1;ENST00000900545.1;ENST00000900546.1;ENST00000900547.1;ENST00000900548.1;ENST00000900549.1;ENST00000900550.1;ENST00000900551.1;ENST00000900552.1;ENST00000900553.1;ENST00000900554.1;ENST00000900555.1;ENST00000900556.1;ENST00000900557.1;ENST00000900558.1;ENST00000900559.1;ENST00000900560.1;ENST00000900561.1;ENST00000900562.1;ENST00000900563.1;ENST00000900564.1;ENST00000900565.1;ENST00000900566.1;ENST00000900567.1;ENST00000900568.1;ENST00000900569.1;ENST00000900570.1;ENST00000900571.1;ENST00000900572.1;ENST00000900573.1;ENST00000900574.1;ENST00000900575.1;ENST00000900576.1;ENST00000900577.1;ENST00000900578.1;ENST00000900579.1;ENST00000900580.1;ENST00000900581.1;ENST00000900582.1;ENST00000900583.1;ENST00000900584.1;ENST00000900585.1;ENST00000900586.1;ENST00000900587.1;ENST00000900588.1;ENST00000900589.1;ENST00000900590.1;ENST00000900591.1;ENST00000900592.1;ENST00000900593.1;ENST00000900594.1;ENST00000900595.1;ENST00000900596.1;ENST00000900597.1;ENST00000900598.1;ENST00000900599.1;ENST00000900600.1;ENST00000900601.1;ENST00000900602.1;ENST00000900603.1;ENST00000900604.1;ENST00000900605.1;ENST00000900606.1;ENST00000900607.1;ENST00000900608.1;ENST00000900609.1;ENST00000900610.1;ENST00000900611.1;ENST00000900612.1;ENST00000900613.1;ENST00000900614.1;ENST00000900615.1;ENST00000900616.1;ENST00000900617.1;ENST00000900618.1;ENST00000900619.1;ENST00000900620.1;ENST00000900621.1;ENST00000900622.1;ENST00000900623.1;ENST00000900624.1;ENST00000900625.1;ENST00000900626.1;ENST00000900627.1;ENST00000900628.1;ENST00000900629.1;ENST00000900630.1;ENST00000900631.1;ENST00000900632.1;ENST00000900633.1;ENST00000900634.1;ENST00000900635.1;ENST00000900636.1;ENST00000900637.1;ENST00000900638.1;ENST00000900639.1;ENST00000900640.1;ENST00000900641.1;ENST00000900642.1;ENST00000900643.1;ENST00000900644.1;ENST00000900645.1;ENST00000900646.1;ENST00000917232.1;ENST00000917233.1;ENST00000917234.1;ENST00000917235.1;ENST00000917236.1;ENST00000917237.1;ENST00000917238.1;ENST00000917239.1;ENST00000972553.1;ENST00000972554.1;ENST00000972555.1;ENST00000972556.1;ENST00000972557.1;ENST00000972558.1;ENST00000972559.1;ENST00000972560.1;ENST00000972561.1;ENST00000972562.1;ENST00000972563.1;ENST00000972564.1;ENST00000972565.1;ENST00000972566.1;ENST00000972567.1;ENST00000972568.1;ENST00000972569.1;ENST00000972570.1;ENST00000972571.1;ENST00000972572.1;ENST00000972573.1;ENST00000972574.1;ENST00000972575.1;ENST00000972576.1;ENST00000972577.1;ENST00000972578.1;ENST00000972579.1;ENST00000972580.1;ENST00000972581.1;ENST00000972582.1;ENST00000972583.1;ENST00000972584.1;ENST00000972585.1;ENST00000972586.1;ENST00000972587.1;ENST00000972588.1;ENST00000972589.1;ENST00000972590.1;ENST00000972591.1;ENST00000972592.1;ENST00000972593.1;ENST00000972594.1;ENST00000972595.1;ENST00000972596.1;ENST00000972597.1;ENST00000972598.1;ENST00000972599.1;ENST00000972600.1;ENST00000972601.1;ENST00000972602.1;ENST00000972603.1;ENST00000972604.1;ENST00000972605.1;ENST00000972606.1;ENST00000972607.1;ENST00000972608.1;ENST00000972609.1;ENST00000972610.1;ENST00000972611.1;ENST00000972612.1;ENST00000972613.1;ENST00000972614.1;ENST00000972615.1;ENST00000972616.1;ENST00000972617.1;ENST00000972618.1;ENST00000972619.1;ENST00000972620.1;ENST00000972621.1;ENST00000972622.1;ENST00000972623.1;ENST00000972624.1;ENST00000972625.1;ENST00000972626.1;ENST00000972627.1;ENST00000972628.1;ENST00000972629.1;ENST00000972630.1;ENST00000972631.1;ENST00000972632.1;ENST00000972633.1;ENST00000972634.1;ENST00000972635.1;ENST00000972636.1;ENST00000972637.1;ENST00000972638.1;ENST00000972639.1;ENST00000972640.1;ENST00000972641.1;ENST00000972642.1;ENST00000972643.1;ENST00000972644.1;ENST00000972645.1;ENST00000972646.1;ENST00000972647.1;ENST00000972648.1;ENST00000972649.1;ENST00000972650.1;ENST00000972651.1;ENST00000972652.1;ENST00000972653.1;ENST00000972654.1;ENST00000972655.1;ENST00000972656.1;ENST00000972657.1;ENST00000972658.1;ENST00000972659.1;ENST00000972660.1;ENST00000972661.1;ENST00000972662.1;ENST00000972663.1;ENST00000972664.1;ENST00000972665.1;ENST00000972666.1;ENST00000972667.1;ENST00000972668.1;ENST00000972669.1;ENST00000972670.1;ENST00000972671.1;ENST00000972672.1;ENST00000972673.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000123104.12	ITPR2	18	18	2	ENST00000242737.5;ENST00000381340.8
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000100345.24	MYH9	18	18	22	ENST00000216181.11;ENST00000401701.1;ENST00000685801.1;ENST00000688137.1;ENST00000691296.1;ENST00000859030.1;ENST00000859031.1;ENST00000859032.1;ENST00000859033.1;ENST00000859034.1;ENST00000859035.1;ENST00000859036.1;ENST00000859037.1;ENST00000927178.1;ENST00000927179.1;ENST00000955562.1;ENST00000955563.1;ENST00000955564.1;ENST00000955565.1;ENST00000955566.1;ENST00000955567.1;ENST00000955568.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000137642.14	SORL1	17	17	7	ENST00000260197.12;ENST00000525532.5;ENST00000527934.1;ENST00000532694.5;ENST00000534286.5;ENST00000905166.1;ENST00000905167.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000149311.23	ATM	16	16	8	ENST00000278616.10;ENST00000452508.7;ENST00000531525.3;ENST00000601453.3;ENST00000675843.1;ENST00000713844.1;ENST00000923922.1;ENST00000971291.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000096696.17	DSP	16	16	8	ENST00000379802.8;ENST00000418664.3;ENST00000683682.2;ENST00000710359.2;ENST00000713904.1;ENST00000713909.1;ENST00000713910.1;ENST00000713918.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000244255.5	ENSG00000244255	16	16	55	ENST00000299367.10;ENST00000418949.6;ENST00000425368.7;ENST00000442278.6;ENST00000447952.7;ENST00000452323.7;ENST00000456570.5;ENST00000469372.5;ENST00000477310.1;ENST00000483004.2;ENST00000497706.6;ENST00000695637.1;ENST00000695638.1;ENST00000695644.1;ENST00000698628.1;ENST00000862556.1;ENST00000862557.1;ENST00000862558.1;ENST00000885706.1;ENST00000885707.1;ENST00000885708.1;ENST00000885709.1;ENST00000885710.1;ENST00000885711.1;ENST00000885712.1;ENST00000885713.1;ENST00000885714.1;ENST00000885715.1;ENST00000885716.1;ENST00000885717.1;ENST00000885718.1;ENST00000885719.1;ENST00000885720.1;ENST00000885721.1;ENST00000885722.1;ENST00000885723.1;ENST00000885724.1;ENST00000885725.1;ENST00000885726.1;ENST00000885727.1;ENST00000885728.1;ENST00000885729.1;ENST00000885730.1;ENST00000885731.1;ENST00000885732.1;ENST00000885733.1;ENST00000885734.1;ENST00000885735.1;ENST00000885736.1;ENST00000885737.1;ENST00000885738.1;ENST00000885739.1;ENST00000961765.1;ENST00000961766.1;ENST00000961767.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000136068.17	FLNB	16	16	7	ENST00000295956.9;ENST00000358537.7;ENST00000429972.6;ENST00000490882.5;ENST00000493452.5;ENST00000682871.1;ENST00000946856.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000145192.14	AHSG	15	15	21	ENST00000273784.5;ENST00000411641.7;ENST00000864079.1;ENST00000864080.1;ENST00000864081.1;ENST00000864082.1;ENST00000864083.1;ENST00000864084.1;ENST00000864085.1;ENST00000864086.1;ENST00000864087.1;ENST00000864088.1;ENST00000864089.1;ENST00000864090.1;ENST00000864091.1;ENST00000864092.1;ENST00000864093.1;ENST00000864094.1;ENST00000864095.1;ENST00000864096.1;ENST00000864097.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000196924.20	FLNA	15	15	14	ENST00000360319.9;ENST00000369850.10;ENST00000369856.8;ENST00000422373.6;ENST00000888338.1;ENST00000888339.1;ENST00000888340.1;ENST00000888341.1;ENST00000888342.1;ENST00000888343.1;ENST00000888344.1;ENST00000934717.1;ENST00000964813.1;ENST00000964814.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000164946.21	FREM1	15	15	3	ENST00000380880.4;ENST00000380894.5;ENST00000895028.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000166598.17	HSP90B1	15	15	18	ENST00000299767.10;ENST00000550595.2;ENST00000614327.2;ENST00000679861.1;ENST00000680316.1;ENST00000680762.1;ENST00000681861.1;ENST00000681949.1;ENST00000863860.1;ENST00000863861.1;ENST00000863862.1;ENST00000863863.1;ENST00000863864.1;ENST00000925363.1;ENST00000925364.1;ENST00000925365.1;ENST00000925366.1;ENST00000949724.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000103335.23	PIEZO1	15	15	3	ENST00000301015.14;ENST00000327397.8;ENST00000938928.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000124942.14	AHNAK	14	14	3	ENST00000257247.11;ENST00000378024.9;ENST00000530124.5
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000084234.19	APLP2	14	14	41	ENST00000263574.9;ENST00000278756.7;ENST00000338167.10;ENST00000345598.9;ENST00000528499.5;ENST00000650012.1;ENST00000881671.1;ENST00000881672.1;ENST00000881673.1;ENST00000881674.1;ENST00000881675.1;ENST00000881676.1;ENST00000881677.1;ENST00000881678.1;ENST00000881679.1;ENST00000881680.1;ENST00000881681.1;ENST00000881682.1;ENST00000881683.1;ENST00000881684.1;ENST00000881685.1;ENST00000881686.1;ENST00000881687.1;ENST00000881688.1;ENST00000881689.1;ENST00000881690.1;ENST00000917763.1;ENST00000917764.1;ENST00000917765.1;ENST00000917766.1;ENST00000917767.1;ENST00000917768.1;ENST00000917769.1;ENST00000917770.1;ENST00000917771.1;ENST00000917772.1;ENST00000917773.1;ENST00000969908.1;ENST00000969909.1;ENST00000969910.1;ENST00000969911.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000196739.15	COL27A1	14	14	1	ENST00000356083.8
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000171560.19	FGA	14	14	6	ENST00000403106.8;ENST00000651975.2;ENST00000911090.1;ENST00000911091.1;ENST00000951262.1;ENST00000951263.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000089597.19	GANAB	14	14	14	ENST00000346178.8;ENST00000356638.8;ENST00000534779.5;ENST00000540933.5;ENST00000648273.1;ENST00000881668.1;ENST00000881669.1;ENST00000881670.1;ENST00000933198.1;ENST00000933199.1;ENST00000933200.1;ENST00000933201.1;ENST00000933202.1;ENST00000933203.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000124006.16	OBSL1	14	14	12	ENST00000289656.3;ENST00000373873.8;ENST00000373876.5;ENST00000404537.6;ENST00000603926.5;ENST00000953544.1;ENST00000953545.1;ENST00000953546.1;ENST00000953547.1;ENST00000953548.1;ENST00000953549.1;ENST00000953550.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000124181.16	PLCG1	14	14	7	ENST00000244007.7;ENST00000373271.5;ENST00000685551.1;ENST00000896054.1;ENST00000896055.1;ENST00000896056.1;ENST00000930632.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000197694.20	SPTAN1	14	14	21	ENST00000358161.9;ENST00000372731.8;ENST00000372739.7;ENST00000627441.3;ENST00000630804.2;ENST00000630866.2;ENST00000704202.1;ENST00000704203.1;ENST00000706487.1;ENST00000853878.1;ENST00000853879.1;ENST00000853880.1;ENST00000853881.1;ENST00000853882.1;ENST00000853883.1;ENST00000853884.1;ENST00000924806.1;ENST00000946108.1;ENST00000946109.1;ENST00000946110.1;ENST00000946111.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000115464.15	USP34	14	14	1	ENST00000398571.7
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000065361.18	ERBB3	13	13	11	ENST00000267101.8;ENST00000411731.6;ENST00000415288.6;ENST00000549832.1;ENST00000683018.1;ENST00000683059.1;ENST00000683164.1;ENST00000878113.1;ENST00000878114.1;ENST00000878115.1;ENST00000926495.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000083857.16	FAT1	13	13	3	ENST00000441802.7;ENST00000917424.1;ENST00000917425.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000144674.20	GOLGA4	13	13	19	ENST00000356847.8;ENST00000361924.7;ENST00000431105.2;ENST00000437131.2;ENST00000444882.5;ENST00000699994.1;ENST00000699995.1;ENST00000699996.1;ENST00000706569.1;ENST00000918079.1;ENST00000918080.1;ENST00000918081.1;ENST00000918082.1;ENST00000918083.1;ENST00000918084.1;ENST00000918085.1;ENST00000918086.1;ENST00000918087.1;ENST00000953906.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000197081.16	IGF2R	13	13	1	ENST00000356956.6
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000127603.32	MACF1	13	13	5	ENST00000361689.7;ENST00000372915.8;ENST00000564288.6;ENST00000567887.5;ENST00000671089.2
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000150527.19	MIA2	13	13	17	ENST00000280082.4;ENST00000280083.7;ENST00000341502.9;ENST00000341749.7;ENST00000348007.7;ENST00000396158.6;ENST00000396165.8;ENST00000553352.1;ENST00000553728.1;ENST00000556148.5;ENST00000557038.5;ENST00000640607.2;ENST00000869684.1;ENST00000869685.1;ENST00000869686.1;ENST00000869687.1;ENST00000869688.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000141458.14	NPC1	13	13	15	ENST00000269228.10;ENST00000897526.1;ENST00000897527.1;ENST00000897528.1;ENST00000897529.1;ENST00000897530.1;ENST00000926493.1;ENST00000926494.1;ENST00000949151.1;ENST00000949152.1;ENST00000949153.1;ENST00000949154.1;ENST00000949155.1;ENST00000949156.1;ENST00000949157.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000174231.19	PRPF8	13	13	8	ENST00000304992.11;ENST00000572621.5;ENST00000573725.2;ENST00000703540.1;ENST00000703541.1;ENST00000883259.1;ENST00000912855.1;ENST00000912856.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	left_specific	CDS	ENSG00000105426.21	PTPRS	13	13	7	ENST00000262963.11;ENST00000587303.5;ENST00000588012.5;ENST00000592099.5;ENST00000850941.1;ENST00000919618.1;ENST00000919619.1
